"","condominiumIndicator","communityRatingSystemDiscount","dateOfLoss","elevatedBuildingIndicator","latitude","longitude","locationOfContents","lowestFloorElevation","numberOfFloorsInTheInsuredBuilding","occupancyType","primaryResidence","totalAmount","totalCoverage"
"1643","0","2",1983-03-15,"0",37.7,-121.2,"1",0,"1","2","0",483.81,25600
"1645","0","2",1995-01-10,"0",34.4,-119.6,"3",0,"1","2","1",1315.2,260000
"1646","0","2",1995-03-10,"0",34.4,-119.6,"3",0,"1","2","1",2014.55,260000
"1660","0","3",1995-01-07,"0",38.8,-121.2,"2",60.4,"2","2","0",37173.95,139700
"1666","0","4",1998-02-03,"0",38.8,-121.2,"2",0,"2","2","0",40,254900
"1668","0","2",1998-02-03,"0",37.4,-122.1,"2",0,"2","2","1",7367.16,270000
"1669","0","1",1983-02-12,"0",34.4,-119.5,"2",0,"2","2","0",6613.12,245000
"1679","0","1",1982-11-29,"0",37.7,-122.5,"2",0,"2","2","0",14186.4,75300
"1681","0","4",1995-01-07,"0",38.6,-121.4,"2",0,"2","2","0",20000,157500
"1687","0","4",1995-01-07,"0",38.7,-121.3,"2",0,"2","2","0",18945.82,175500
"1690","0","4",1995-01-09,"0",38.5,-121.3,"2",0,"2","2","0",10000,76000
"1696","0","2",1995-01-09,"0",39,-121.6,"2",0,"2","2","0",5216.45,125000
"1697","0","2",1998-02-14,"0",39,-121.6,"2",0,"2","2","0",599.56,125000
"1702","0","2",1995-01-09,"0",38.3,-122.3,"2",0,"2","3","0",3000.38,232000
"1714","0","2",1998-02-02,"0",37.2,-122.1,"2",0,"2","2","1",144.32,101000
"1715","0","2",1995-03-10,"0",34,-118.6,"3",0,"3","2","0",1272,245000
"1719","0","2",1998-02-03,"1",37.5,-122.1,"2",0,"3","2","1",4019.05,250000
"1742","0","2",1995-03-10,"0",38.3,-122.3,"2",0,"2","3","0",1e+05,300000
"1743","0","2",1997-01-01,"0",38.3,-122.3,"2",0,"2","3","0",3020.4,385000
"1764","0","2",1995-03-10,"0",38.3,-122.3,"2",0,"2","3","0",71531.74,411700
"1767","0","2",1995-01-09,"0",38.3,-122.3,"2",0,"2","3","0",500,201300
"1768","0","2",1995-03-10,"0",38.3,-122.3,"2",0,"2","3","0",103304.15,201300
"1769","0","2",1997-01-01,"0",38.3,-122.3,"2",0,"2","3","0",35853.32,371400
"1789","0","4",1997-01-02,"0",38.2,-121.6,"2",0,"2","2","0",9706.92,92500
"1803","0","2",1997-01-01,"0",38.9,-122.8,"3",0,"3","2","0",16070.9,25000
"1809","0","2",1998-02-24,"0",34.1,-118.4,"2",0,"2","2","1",37908,350000
"1813","0","1",2015-10-15,"0",34.7,-118.2,"1",0,"3","2","1",20001,140000
"1834","0","1",1998-02-02,"0",37.4,-122.2,"2",0,"2","2","0",36924.06,310000
"1836","0","1",1998-02-14,"0",37.5,-120.9,"2",0,"2","2","1",919.75,250000
"1837","0","1",1998-02-21,"0",38,-121.8,"2",0,"2","2","1",2460.5,155000
"1842","0","1",1998-02-03,"0",34.3,-119.3,"3",0,"1","2","0",404,310000
"1844","0","2",1998-02-03,"0",34,-118.6,"2",0,"2","2","1",1468.75,350000
"1849","0","2",1998-02-03,"0",34.4,-119.8,"2",0,"2","3","0",39961.22,75000
"1851","0","1",1998-02-03,"0",37.8,-122.1,"1",0,"3","2","0",1000,250000
"1872","0","2",1998-02-01,"0",34,-118.9,"3",0,"3","2","0",328.75,100000
"1882","0","1",1998-02-07,"0",33.6,-117.8,"2",0,"2","3","0",3551.23,20000
"1888","0","2",1998-02-16,"0",34.1,-118.4,"2",0,"2","2","0",840,350000
"1889","0","2",1998-02-06,"0",34.1,-118.6,"3",0,"3","2","0",40,310000
"1896","0","1",1998-02-07,"0",35.4,-120.6,"2",0,"2","2","1",3515.82,155000
"1902","0","1",1998-02-10,"0",37.9,-122.5,"2",0,"2","3","0",2964.27,200000
"1903","0","2",1998-01-31,"0",37.2,-122.1,"1",0,"3","2","0",1311.15,350000
"1904","0","2",1998-02-03,"0",34.4,-119.6,"3",0,"3","2","0",34047.52,350000
"1910","0","2",2010-02-28,"0",33.2,-117.4,"2",0,"2","2","0",5786.15,63200
"1919","0","1",2001-01-11,"0",37,-122,"2",0,"2","2","0",10123.77,115000
"1920","0","4",1995-12-18,"0",38.6,-121.4,"1",0,"3","2","0",452,146100
"1932","0","2",2005-12-30,"0",38.4,-121.9,"2",0,"2","2","1",1293.2,210000
"1935","0","2",2005-12-31,"0",38.4,-122,"2",0,"2","2","1",21515.19,350000
"1936","0","2",2005-12-30,"0",38.4,-122,"2",0,"2","2","1",1513.96,105000
"1937","0","2",2008-01-04,"1",38.4,-122,"1",0,"3","2","1",2773.22,350000
"1938","1","2",2005-12-31,"0",38.3,-122.2,"3",0,"3","2","1",2668.72,350000
"1940","0","2",2005-02-21,"0",34.2,-118.7,"3",0,"3","2","0",3445,350000
"1947","0","2",1995-03-08,"0",38.8,-122.6,"2",0,"2","2","0",18001,93000
"1948","0","2",1995-03-14,"0",39.1,-122.9,"3",0,"3","2","0",2208.6,158600
"1949","0","1",2006-03-06,"0",39.8,-122,"2",48,"2","2","1",4357.25,143800
"1950","0","1",1996-12-31,"0",39.8,-121.9,"2",0,"3","2","1",2795,125000
"1956","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",23681.17,350000
"1965","0","2",2002-12-16,"0",38.4,-121.9,"2",0,"2","2","1",11180.2,155000
"1966","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",1419.73,210000
"1968","0","3",1995-12-12,"0",38.6,-121.4,"3",0,"3","2","1",7677.52,350000
"1979","0","3",1997-01-26,"0",38.5,-121.5,"2",0,"2","2","1",4853.9,45500
"1999","0","1",1979-05-01,"0",37.6,-122.3,"2",0,"2","3","0",1399.75,4700
"2000","0","2",1983-12-28,"0",38.2,-121.6,"2",0,"2","2","0",11000,53400
"2015","0","1",2017-02-26,"0",32.7,-117.2,"2",0,"2","2","1",3337.71,140000
"2020","0","1",1995-12-12,"0",37.7,-122.2,"1",0,"2","2","0",750,90000
"2035","0","1",1995-01-08,"0",38,-122.5,"2",0,"2","2","1",10500,186500
"2047","0","1",2004-09-17,"0",33.8,-118,"2",0,"2","2","1",6098.03,38000
"2065","0","1",1997-01-01,"0",39.8,-121.8,"2",0,"2","2","1",7450.99,310000
"2080","0","2",2005-12-31,"0",38.2,-122.1,"2",10.9,"2","2","1",35301,181600
"2081","0","2",1998-02-14,"0",34,-118.6,"3",0,"3","2","0",189.6,310000
"2084","0","2",2005-12-31,"1",38.4,-122,"1",0,"1","2","1",25338.48,350000
"2085","0","2",2008-01-04,"1",38.4,-122,"1",0,"1","2","1",1400.87,350000
"2086","0","2",2005-12-31,"0",38.4,-122,"2",0,"2","2","1",21712.44,350000
"2087","0","2",2008-01-04,"0",38.4,-122,"2",0,"2","2","1",5593.53,350000
"2091","0","2",1998-02-23,"0",34.5,-118.5,"2",0,"2","2","1",3889.1,151000
"2093","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",4009.34,280000
"2095","1","2",2005-12-31,"0",38.3,-122.2,"1",0,"2","1","1",13775.25,125000
"2096","0","2",1998-02-27,"0",37.9,-122.1,"2",0,"2","2","0",175,38000
"2104","0","3",2005-12-31,"0",38.6,-121.4,"2",0,"3","2","1",15268.08,23200
"2112","0","1",2019-01-18,"1",33.4,-117.6,"2",0,"2","2","0",12127.36,350000
"2124","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",3716.77,175000
"2131","0","2",2005-12-31,"0",38.4,-122,"2",0,"2","2","1",35954.86,350000
"2132","0","2",2008-01-04,"0",38.4,-122,"2",0,"2","2","1",38645.15,350000
"2134","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",7562.1,350000
"2137","0","2",2017-01-07,"1",38.2,-121.5,"3",0,"3","2","0",8511.22,125000
"2140","0","1",2016-12-15,"0",37.9,-120.6,"3",0,"3","2","0",28522.39,350000
"2149","0","2",1995-01-09,"0",38.3,-122.3,"2",0,"2","3","0",500,550000
"2150","0","2",1995-03-09,"0",38.3,-122.3,"2",0,"2","3","0",33013.05,550000
"2172","0","2",1995-03-09,"0",38.3,-122.3,"2",0,"2","3","0",25000,25000
"2176","0","2",1995-01-04,"0",33.8,-118.2,"2",0,"3","3","0",5054.93,66000
"2185","0","2",2002-12-16,"0",38.4,-122,"1",0,"2","2","1",38000,188000
"2186","0","2",2005-12-31,"0",38.4,-122,"1",0,"2","2","1",39431.86,350000
"2189","0","1",1995-01-26,"0",38.8,-121.2,"2",0,"2","2","0",3066.09,225000
"2209","0","2",2005-12-31,"1",38.2,-121.6,"1",0,"3","2","1",9244,175000
"2211","0","2",2008-01-04,"0",38.4,-122,"1",0,"2","2","1",52037.39,350000
"2231","0","1",1997-01-25,"0",38.8,-121.2,"2",420.9,"2","2","1",2318.26,243200
"2235","0","4",2005-12-31,"0",38.7,-121.6,"3",0,"3","2","1",16795,280000
"2237","0","2",2005-12-31,"0",38.4,-121.9,"2",0,"2","2","1",11906,350000
"2238","0","2",2008-01-04,"0",38.4,-121.9,"2",0,"2","2","1",3952.85,350000
"2239","0","2",2006-01-02,"0",38.4,-122,"1",0,"3","2","1",59803.03,280000
"2252","0","2",2012-12-23,"1",37.5,-122.1,"1",0,"3","1","1",789.29,150000
"2269","0","2",1997-03-22,"0",35.4,-119,"2",0,"2","3","0",524.45,69000
"2271","0","1",2005-03-04,"0",35.4,-119,"2",0,"2","3","0",7356.73,66600
"2278","0","3",2000-02-13,"0",36.8,-121.7,"1",0,"2","2","1",3724.97,143400
"2279","0","1",2003-11-12,"0",33.9,-118.2,"3",0,"3","1","0",6493.32,155000
"2284","0","2",2018-01-09,"0",34.4,-119.6,"3",0,"3","2","1",76677.09,350000
"2287","1","1",2002-11-29,"0",32.8,-117,"2",0,"1","1","1",2227.28,36000
"2291","0","1",2017-01-08,"0",36.6,-121.9,"2",0,"2","2","1",10917.99,350000
"2299","0","1",2010-02-07,"0",34,-117.5,"2",0,"2","2","1",8600.21,280000
"2300","0","1",2010-12-21,"0",34,-117.5,"2",0,"2","2","1",7308.9,280000
"2318","0","2",2005-12-31,"0",37.9,-122.1,"2",0,"2","2","1",719.69,280000
"2319","0","2",2005-12-31,"0",37.9,-122.1,"2",0,"2","2","1",10999.81,350000
"2329","0","2",2017-01-10,"1",37.9,-122.1,"2",0,"3","2","1",1024.13,261000
"2330","0","2",2005-01-10,"0",34.9,-118.2,"2",0,"2","2","1",10455.04,145300
"2336","0","1",2013-08-26,"0",33.7,-116.3,"2",0,"2","2","0",14665.15,124500
"2355","1","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","1",3506.62,350000
"2365","0","2",1998-02-03,"0",37.4,-122.1,"2",8,"2","2","1",15000,248000
"2384","0","3",2002-12-16,"0",37.9,-122.1,"1",0,"2","2","1",5672.25,178000
"2398","0","2",1998-02-06,"0",34.4,-119.8,"2",0,"2","2","0",15759.54,176000
"2404","0","1",2003-11-12,"0",33.9,-118.2,"2",0,"2","2","1",23990,120000
"2413","0","1",2005-01-06,"0",34.1,-118.6,"3",0,"3","2","1",1278.28,350000
"2414","0","2",2000-10-27,"0",33.8,-118.2,"2",0,"2","3","0",19393.91,20000
"2416","0","1",2005-01-05,"0",34.1,-118.2,"3",0,"3","2","0",22760.81,350000
"2420","0","1",2005-01-03,"0",34.2,-118.7,"3",0,"3","2","1",3808.45,322500
"2424","0","1",2017-01-08,"1",39.3,-120.5,"3",0,"1","2","0",7102.19,277600
"2433","0","3",1995-01-10,"0",38.8,-121.2,"3",0,"3","2","1",8051,141600
"2443","0","1",1998-02-03,"0",39.8,-122,"2",48,"2","2","1",2547.03,143800
"2448","0","1",2017-02-17,"0",39.2,-122.2,"2",0,"2","2","1",130000,350000
"2457","0","2",2005-12-31,"0",38.3,-122,"3",0,"3","2","1",24403.79,350000
"2465","0","1",1995-03-10,"0",34.4,-119.7,"2",0,"2","2","1",1284.13,205000
"2466","0","1",2003-03-15,"0",34.1,-118.4,"2",0,"2","2","1",540,310000
"2473","0","2",2005-01-09,"0",33.8,-118.2,"2",0,"3","3","0",1465,25000
"2474","0","2",2008-11-26,"0",33.8,-118.2,"2",0,"3","3","0",5780,25000
"2490","0","2",2000-10-26,"0",33.8,-118.2,"2",0,"2","3","0",7493.35,620000
"2496","0","2",2005-03-07,"0",33.8,-118.1,"2",0,"2","2","1",341.05,105000
"2499","0","3",2005-12-30,"0",38.5,-121.4,"2",0,"2","2","1",1986,190000
"2500","0","2",1995-01-07,"0",37,-121.9,"1",0,"3","2","1",83.6,235000
"2508","0","2",2005-12-31,"0",38.2,-122,"2",0,"2","3","0",190,43800
"2520","0","1",1995-02-21,"0",38.2,-122,"2",0,"2","3","0",4176.77,89800
"2521","0","1",1995-02-21,"0",37.9,-122.1,"2",0,"2","2","0",1661.87,89800
"2522","0","2",1983-12-29,"0",38.2,-121.6,"2",0,"2","2","0",4106.5,60000
"2526","0","2",1997-01-02,"0",39.1,-121.6,"2",0,"2","2","1",25000,125000
"2530","0","1",1997-12-06,"0",33.6,-117.9,"2",0,"2","2","0",2874.16,155000
"2531","0","1",1997-12-06,"0",33.7,-117.9,"2",0,"2","2","1",50000,125000
"2532","0","1",2003-03-15,"0",33.7,-117.9,"2",0,"2","2","1",2958.7,125000
"2534","0","1",1997-12-06,"0",33.6,-117.9,"3",0,"3","2","0",755.3,188000
"2537","0","2",1983-12-03,"0",38.2,-121.7,"2",0,"2","2","0",925,75000
"2539","0","1",1998-02-03,"0",37.9,-122.5,"2",0,"2","2","1",1044.8,97600
"2551","0","2",2005-12-31,"0",38,-122.6,"2",0,"2","2","0",9921,343100
"2556","0","3",2006-01-02,"0",38,-121.9,"2",0,"2","3","0",6800,51100
"2561","0","2",1998-02-02,"0",38.2,-122.6,"1",0,"2","2","1",1290.87,99500
"2568","0","3",2005-01-10,"0",34.4,-119.3,"3",0,"3","2","1",43716.81,307900
"2583","0","2",2017-02-21,"1",37.3,-121.9,"1",0,"3","2","1",94600.27,350000
"2588","0","1",1983-02-21,"0",38.2,-122,"2",0,"2","2","0",10000,45000
"2590","0","1",1995-01-10,"0",34,-118.6,"2",0,"2","2","1",13219.82,245000
"2593","1","2",1995-01-09,"0",34.2,-118.5,"3",0,"3","2","0",11013.5,50000
"2597","0","3",1998-02-06,"0",38.6,-121.5,"2",0,"2","2","0",2750,127100
"2598","0","1",1997-11-28,"0",33.7,-117.9,"1",0,"2","2","0",370,188000
"2599","0","1",1997-12-06,"0",33.7,-117.9,"1",0,"2","2","0",38000,188000
"2606","0","1",1997-12-06,"0",33.7,-117.9,"2",0,"2","2","0",1770.75,125000
"2617","0","2",1993-01-17,"0",34.1,-118.8,"3",0,"3","2","0",984.2,45000
"2625","0","2",1995-01-13,"0",33.2,-117.4,"2",0,"2","3","0",20000,20000
"2626","0","2",1998-01-29,"0",36.8,-119.8,"2",0,"2","2","1",426.55,165000
"2637","0","2",1995-03-10,"0",34,-118.6,"3",0,"3","2","1",11548.54,245000
"2641","0","1",1995-03-09,"0",38.5,-122.5,"3",15.6,"3","2","0",22947.97,245000
"2645","0","2",2012-12-23,"1",37.5,-122.1,"2",0,"2","2","1",20745.7,350000
"2663","0","1",1995-01-10,"0",34.1,-118.8,"3",0,"3","2","1",57.82,45000
"2664","0","1",1998-02-23,"0",34.1,-118.8,"3",0,"3","2","1",3105.75,49500
"2666","0","2",1995-03-10,"0",34.2,-118.1,"2",0,"2","2","0",2190.5,245000
"2676","0","1",1980-01-28,"0",33.8,-118,"2",0,"2","3","0",458.48,100000
"2687","0","2",2008-01-26,"0",39.2,-123,"2",0,"2","2","0",8140.39,25000
"2693","0","1",1983-03-13,"0",39.2,-121,"3",0,"3","3","0",28128.16,200000
"2695","0","1",1983-10-01,"0",33.6,-117.9,"2",0,"2","3","0",78.19,230000
"2704","0","2",2003-02-14,"0",36.8,-119.8,"2",0,"2","2","1",5801.4,217100
"2705","0","1",1980-03-02,"0",34,-118.5,"3",0,"1","1","0",3172.5,10000
"2706","0","1",1980-01-06,"0",34,-118,"2",0,"3","3","0",4899.68,100000
"2712","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","0",1314,350000
"2713","0","1",1978-03-04,"0",34.1,-118,"1",0,"3","2","0",870,13000
"2715","0","2",2009-02-06,"1",33.8,-118.2,"1",0,"3","2","1",3738.55,105000
"2718","0","1",1979-01-31,"0",33.8,-118.4,"1",0,"3","3","0",7119.3,10000
"2736","0","1",1980-01-29,"0",34,-118,"3",0,"3","2","0",985,170000
"2755","0","2",2010-12-19,"0",35.3,-118.4,"2",0,"2","2","0",1918.47,280000
"2774","0","2",2017-01-09,"0",39.1,-121.5,"1",0,"3","2","1",15792.69,280000
"2787","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","0",70836.11,350000
"2790","0","1",1997-01-22,"0",38.8,-121.2,"2",0,"2","2","0",2039.32,215000
"2791","0","3",1997-01-25,"0",38.6,-121.5,"3",0,"3","3","0",9474,1000000
"2794","0","3",2000-01-24,"0",38.7,-121.4,"2",0,"2","2","1",426.03,155000
"2797","0","2",1998-02-03,"0",37.9,-122.5,"3",0,"3","3","0",9610.74,18000
"2798","0","1",1998-02-03,"0",36.8,-121.3,"2",0,"2","2","1",17517.98,250000
"2799","0","2",1998-02-06,"0",37.8,-121.6,"2",0,"2","2","1",500,125000
"2800","0","2",1998-02-05,"0",37.8,-121.6,"2",0,"2","2","1",437.65,125000
"2804","0","3",1998-02-04,"0",38,-121.7,"2",0,"2","2","1",5333.35,140000
"2805","0","1",1998-02-15,"0",35.1,-120.3,"3",0,"3","2","1",421,306000
"2811","0","2",1998-02-15,"0",40.5,-122.4,"2",0,"2","3","0",681,60000
"2812","0","3",1998-02-03,"0",37.9,-121.6,"3",0,"3","2","1",5051.92,310000
"2817","0","2",1998-02-03,"0",37.4,-122.1,"2",0,"2","2","1",10030.15,245000
"2824","0","2",1998-02-23,"0",34.2,-118.6,"2",0,"2","2","0",34925.4,188000
"2826","0","2",1998-02-06,"0",38.1,-122.5,"2",0,"2","2","1",2103.75,160000
"2827","0","1",1998-02-14,"0",34,-118.8,"2",0,"2","2","1",585,310000
"2830","0","2",1998-02-06,"0",34.1,-118.3,"2",0,"2","3","0",46787.04,350000
"2835","0","1",1998-02-07,"0",37.3,-122,"2",0,"2","2","1",20467.27,150000
"2838","0","2",1998-02-06,"0",34.1,-118.4,"3",0,"1","2","0",16149.1,310000
"2871","0","2",2017-01-07,"0",39.1,-121.6,"2",0,"2","2","1",22582.06,26300
"2873","0","1",2014-09-08,"0",33.7,-116.3,"2",0,"2","2","0",10126.37,124500
"2876","0","1",2010-02-06,"0",34.2,-118.2,"2",0,"2","2","1",98101.1,350000
"2888","0","1",1998-02-02,"0",37.4,-122.2,"1",0,"3","2","1",38000,188000
"2892","0","2",1998-02-03,"0",34.1,-118.5,"2",0,"2","2","1",52296.4,310000
"2898","0","2",1998-02-09,"0",39.1,-122.8,"3",0,"3","2","1",4326.15,188000
"2908","0","2",2009-02-07,"0",33.8,-118.2,"2",0,"2","2","1",8966.69,105000
"2909","0","2",1998-02-23,"0",34.5,-118.3,"2",0,"2","2","1",10222.35,155000
"2914","0","1",1998-02-07,"0",32.8,-117.2,"3",0,"1","3","0",1957.32,200000
"2920","0","3",1998-02-06,"0",37.8,-121.6,"2",0,"2","2","1",1275,125000
"2925","0","2",2000-02-27,"0",36.7,-119.7,"2",0.5,"2","2","1",828.62,132000
"2945","0","1",2004-11-11,"0",38,-121.8,"2",0,"2","2","1",1934.76,188000
"2955","0","2",2018-01-09,"0",34.4,-119.6,"1",496.1,"1","2","0",100001,350000
"2968","0","3",2017-01-10,"1",38,-122.2,"3",1.3,"3","2","0",15569.19,105000
"2990","0","2",2019-02-15,"0",39.1,-122.9,"2",0,"2","2","1",1009.3,350000
"2991","0","2",2019-02-15,"0",39.1,-122.9,"2",0,"2","2","1",1009.3,350000
"3023","0","1",2017-01-10,"0",38.1,-120.5,"1",0,"3","2","1",4939.32,350000
"3026","0","1",2006-04-04,"0",38.2,-120.8,"2",0,"2","3","0",10324.53,10500
"3050","0","2",1996-04-16,"0",36.9,-119.7,"3",0,"3","2","1",736.88,125000
"3071","0","2",1998-05-30,"0",36.8,-119.8,"2",0,"2","2","0",1156,125000
"3073","0","3",2005-12-31,"1",37.9,-122.1,"2",179.3,"2","2","0",11451.27,300000
"3075","0","1",1993-02-08,"0",34.1,-118.4,"2",0,"2","2","0",1821.5,245000
"3081","0","1",2012-12-22,"0",39.5,-121.5,"2",0,"2","2","1",2320.1,144200
"3083","0","1",2014-12-11,"0",39.5,-121.5,"1",0,"3","2","1",6888.06,350000
"3088","0","3",2002-12-15,"1",37.9,-122.1,"2",0,"2","2","1",853.44,211400
"3089","0","1",1996-02-21,"0",39.5,-121.5,"2",0,"2","2","1",890.83,125000
"3110","0","1",2001-01-10,"0",34,-118.1,"2",0,"2","2","1",92.55,62000
"3111","0","1",2010-02-06,"0",34.2,-118.2,"1",0,"3","2","1",1e+05,350000
"3112","0","1",2010-02-06,"1",34.2,-118.2,"1",0,"3","2","1",1e+05,350000
"3123","0","1",2005-01-07,"0",34.1,-118.4,"2",0,"2","2","1",806.1,317100
"3131","0","3",2001-12-01,"0",38,-122.3,"2",0,"2","2","1",4375.66,62000
"3133","0","1",2005-01-09,"0",34.1,-118.8,"2",0,"2","2","1",7539.78,310000
"3134","0","1",2004-12-28,"1",34.2,-118.7,"1",0,"1","2","1",4943.57,65800
"3138","0","2",1991-12-30,"0",33.8,-118.1,"3",0,"1","2","0",1848.25,102500
"3148","0","1",1997-01-01,"0",40,-121.6,"2",0,"2","2","0",11028.8,85500
"3151","0","1",2001-01-10,"0",34.1,-118.4,"2",0,"2","3","0",305,549700
"3155","0","2",2001-04-09,"0",33.8,-118.1,"2",0,"2","2","1",12321.27,93000
"3168","0","1",1995-03-08,"0",34.1,-118.4,"1",0,"3","2","0",925,350000
"3185","0","3",1982-04-13,"0",38,-122.3,"1",0,"3","2","0",19300.44,54500
"3186","0","1",1982-11-17,"0",37.8,-122.2,"2",0,"2","2","0",371.26,45000
"3191","0","1",1974-12-14,"0",34.2,-118.6,"1",0,"3","3","0",2207.78,50000
"3200","0","1",1978-02-10,"0",34.2,-118.3,"1",0,"3","2","0",10000,10000
"3207","0","1",1979-01-15,"0",37.8,-122.2,"1",0,"2","2","0",160,21000
"3214","0","1",1983-02-10,"0",37,-121.9,"3",0,"1","2","0",470.45,45000
"3215","0","1",1979-02-15,"0",37.8,-122.2,"2",0,"2","2","0",1480,45000
"3223","0","2",1980-01-13,"0",36.8,-119.8,"2",0,"2","2","0",1907.24,10000
"3243","0","1",1982-03-31,"0",38,-122.1,"2",0,"2","3","0",2292.01,105000
"3244","0","1",1983-02-27,"0",39,-122.9,"2",0,"2","2","0",1249.37,24300
"3263","0","1",1980-12-05,"0",34.1,-118.4,"2",0,"2","2","0",6982.65,245000
"3279","0","1",1981-01-29,"0",34.2,-118.3,"3",0,"3","2","0",499.93,15000
"3291","0","1",1982-04-01,"0",38,-122.1,"2",0,"2","3","0",5606.09,80000
"3292","0","1",1992-12-07,"0",33.9,-118.2,"2",0,"2","2","1",2628.5,75300
"3293","0","2",1986-03-03,"0",39,-122.9,"3",0,"3","2","0",1686.7,181000
"3298","0","3",1983-12-03,"0",38,-121.3,"1",0,"3","2","0",2000,2000
"3299","0","1",1983-03-13,"0",38,-122.1,"2",0,"2","3","0",15255.14,170000
"3307","0","1",1982-03-31,"0",38,-122.1,"2",0,"3","3","0",6772.78,30000
"3309","0","1",1982-03-31,"0",37.8,-122.1,"2",0,"2","2","0",89.98,183000
"3310","0","3",1983-12-03,"0",38,-121.7,"2",0,"2","2","0",1763.97,10000
"3319","0","2",1992-01-07,"0",36.7,-119.8,"2",0,"2","3","0",3862,41900
"3320","0","2",1992-10-30,"0",36.7,-119.8,"2",0,"2","3","0",1591.1,44000
"3321","0","2",1993-02-08,"0",36.7,-119.8,"2",0,"2","3","0",15146.65,44000
"3337","0","1",1993-02-01,"0",39.1,-122.9,"2",0,"2","2","0",501,130000
"3341","0","1",2002-12-27,"0",40.9,-124.1,"2",0,"2","2","1",10791.81,165000
"3342","0","2",1996-04-16,"0",36.9,-119.8,"2",0,"2","2","1",499,100000
"3354","0","1",2019-02-27,"0",39.8,-121.9,"1",-2.6,"3","2","1",19067.14,302500
"3364","0","1",1987-10-22,"0",34.1,-118.4,"3",0,"1","2","0",3619.55,245000
"3382","0","1",2019-04-07,"0",41.9,-124.1,"1",0,"1","2","1",560.69,350000
"3421","0","1",2017-01-10,"0",38.1,-122.1,"2",9.1,"2","2","0",176206.92,1000000
"3428","0","1",2017-01-20,"0",33.8,-117.2,"2",0,"2","2","1",7762.25,350000
"3444","0","2",2001-01-10,"1",37.9,-122.5,"2",0,"2","3","0",10500,10500
"3466","0","3",2005-01-09,"0",34.3,-119.4,"1",0,"3","2","1",3181.6,350000
"3469","0","1",1997-01-22,"1",38.8,-121.2,"1",0,"2","2","0",2537.13,195000
"3478","0","2",2002-01-01,"0",34.1,-118.6,"3",0,"3","2","1",320.9,170000
"3484","0","1",2020-04-11,"0",32.8,-117,"2",0,"2","2","0",46200.89,550000
"3487","0","3",1997-01-22,"0",38.6,-121.4,"2",0,"2","2","0",773.5,145700
"3498","0","1",2005-01-09,"0",34.2,-116.9,"2",0,"2","2","0",23153.25,210000
"3506","0","2",2005-02-21,"0",34.7,-118.6,"2",0,"2","2","1",354.98,350000
"3513","0","2",1998-02-19,"0",33.6,-117.9,"2",0,"2","2","0",1334.35,319000
"3519","0","1",2019-01-20,"0",34.2,-117.6,"2",0,"2","2","1",8856.08,350000
"3524","0","2",1989-10-23,"0",37.6,-122.5,"2",0,"2","2","0",4069.74,245000
"3540","0","3",1997-01-22,"0",38.7,-121.5,"3",0,"3","2","1",10000,120000
"3542","0","3",1995-03-22,"0",38.5,-121.4,"3",0,"3","2","0",4903.87,125000
"3553","0","3",2004-09-19,"0",38.6,-121.5,"3",0,"3","3","0",26909.64,1000000
"3580","0","1",2013-07-22,"0",33.8,-116.5,"2",0,"2","2","0",54772.84,350000
"3589","0","3",1995-01-09,"0",38.6,-121.5,"2",0,"2","2","0",5637.45,115500
"3590","0","3",1997-01-22,"0",38.6,-121.5,"2",0,"2","2","0",11972.96,115500
"3592","0","2",2011-04-01,"1",39.1,-122.9,"1",0,"3","2","1",212.29,114500
"3594","1","3",1997-01-22,"0",38.6,-121.4,"3",0,"3","1","0",6350.5,88000
"3609","0","1",2020-03-12,"0",33.7,-116.3,"2",0,"2","2","1",4123.24,350000
"3620","0","1",1997-12-06,"0",33.7,-117.9,"3",0,"3","2","1",3381.27,148800
"3644","0","3",2004-09-19,"0",38.6,-121.5,"3",0,"3","3","0",174257.83,800000
"3660","0","1",2005-01-11,"0",34.3,-116.8,"1",0,"2","2","1",5908.83,105000
"3679","0","1",2001-01-11,"0",36.5,-121.9,"2",0,"2","2","0",1768.94,310000
"3682","0","2",2004-03-01,"0",33.6,-117.8,"2",0,"2","2","1",6852,155000
"3716","0","2",1997-12-07,"1",33.6,-117.9,"1",0,"1","2","0",12408.97,200000
"3719","0","1",2010-12-22,"1",33.6,-117.8,"1",0,"3","2","1",9600,257100
"3785","1","1",1999-07-10,"0",34.2,-116.9,"3",0,"3","1","0",290.85,50000
"3801","0","2",1997-12-06,"0",33.6,-117.8,"3",0,"3","2","1",3634.17,310000
"3820","0","3",1995-02-15,"0",38.6,-121.5,"1",0,"2","2","0",231.2,138100
"3867","0","1",2003-08-20,"0",34.1,-116.4,"2",0,"2","2","1",2500,45500
"3877","0","2",1983-02-03,"0",33.6,-117.9,"3",0,"3","2","0",292,120000
